Date,Product_Name,Units_sold,Price,Revenue,Costs_Of_Goods,Marketing_Cost,Logistic_Cost,Other_Cost,Total_Cost,Net_Profit,Operating_Expenses,Initial_Investment,Current_Cash
2020-09-24,product301,3,40072,120216,61284,4311,9376,4547,79518,40698,9731,10000000,50000
2020-05-04,product302,3,67729,203187,119947,3820,8626,5309,137702,65485,26377,10000000,50000
2020-09-21,product303,1,63156,63156,37188,2916,3108,2169,45381,17775,5918,10000000,50000
2020-02-04,product304,6,77603,465618,319265,14653,17903,16546,368367,97251,69582,10000000,50000
2020-12-27,product305,10,99048,990480,560008,43053,29861,48526,681448,309032,97115,10000000,50000
2020-03-26,product306,5,31062,155310,104553,6934,8967,3283,123737,31573,19074,10000000,50000
2020-10-07,product307,7,29046,203322,123975,9595,11212,6514,151296,52026,29040,10000000,50000
2020-05-10,product308,8,97729,781832,494218,37620,25229,36242,593309,188523,70253,10000000,50000
2020-09-25,product309,2,28500,57000,39518,1165,3381,2847,46911,10089,8833,10000000,50000
2020-11-19,product310,6,99188,595128,310216,20963,35556,13404,380139,214989,71009,10000000,50000
2020-09-08,product311,4,20659,82636,53952,1504,3212,4130,62798,19838,10427,10000000,50000
2020-05-28,product312,10,42631,426310,219623,17164,29269,8640,274696,151614,42516,10000000,50000
2020-01-08,product313,7,16938,118566,62251,5377,9107,3497,80232,38334,11439,10000000,50000
2020-02-24,product314,5,75637,378185,196900,8804,22327,15119,243150,135035,45549,10000000,50000
2020-12-11,product315,4,87914,351656,213821,5631,17900,11673,249025,102631,35725,10000000,50000
2020-08-03,product316,1,91121,91121,63423,3245,3911,3740,74319,16802,13723,10000000,50000
2020-04-17,product317,7,7597,53179,28489,2165,2881,1285,34820,18359,5971,10000000,50000
2020-09-12,product318,2,15657,31314,19833,1520,1926,1041,24320,6994,4854,10000000,50000
2020-06-01,product319,8,27788,222304,152719,7895,9062,5121,174797,47507,32045,10000000,50000
2020-11-03,product320,6,57963,347778,200960,9393,13570,7015,230938,116840,34423,10000000,50000
2020-08-17,product321,4,66656,266624,173089,10042,11720,7487,202338,64286,38899,10000000,50000
2020-04-04,product322,1,25935,25935,17239,1022,1779,1063,21103,4832,2735,10000000,50000
2020-03-10,product323,1,62659,62659,33098,2565,2738,2830,41231,21428,7911,10000000,50000
2020-10-30,product324,10,92678,926780,556583,27728,30701,37004,652016,274764,103970,10000000,50000
2020-10-24,product325,3,89609,268827,170431,7164,16696,8611,202902,65925,37631,10000000,50000
2020-05-09,product326,4,49342,197368,134242,3660,12293,4670,154865,42503,25954,10000000,50000
2020-11-06,product327,5,36981,184905,107302,8570,9989,6097,131958,52947,14260,10000000,50000
2020-11-28,product328,4,18525,74100,50411,1610,4855,2268,59144,14956,11480,10000000,50000
2020-03-30,product329,10,16760,167600,89756,5622,6112,6741,108231,59369,19532,10000000,50000
2020-07-16,product330,6,52741,316446,207130,6587,12935,14452,241104,75342,46860,10000000,50000
2020-11-14,product331,5,56653,283265,185512,8686,9723,5857,209778,73487,39098,10000000,50000
2020-09-01,product332,5,75247,376235,204655,6859,25287,14499,251300,124935,49492,10000000,50000
2020-03-30,product333,2,22735,45470,27859,1645,1654,2111,33269,12201,3906,10000000,50000
2020-12-01,product334,8,70753,566024,386873,24316,18172,16905,446266,119758,45767,10000000,50000
2020-11-14,product335,10,24613,246130,139178,5446,16712,8323,169659,76471,20764,10000000,50000
2020-01-03,product336,3,44110,132330,83670,4171,7457,4351,99649,32681,13624,10000000,50000
2020-09-25,product337,3,62034,186102,106049,2849,9806,7798,126502,59600,20236,10000000,50000
2020-03-03,product338,6,47209,283254,166511,11894,12076,10541,201022,82232,21699,10000000,50000
2020-01-25,product339,5,10977,54885,36507,911,3495,1639,42552,12333,5809,10000000,50000
2020-02-19,product340,7,99453,696171,449995,33060,52186,20922,556163,140008,96315,10000000,50000
2020-05-07,product341,5,77206,386030,233211,11000,12405,18838,275454,110576,32026,10000000,50000
2020-05-16,product342,10,99373,993730,629922,27342,77924,24790,759978,233752,97262,10000000,50000
2020-09-29,product343,5,20638,103190,57447,2523,7315,2675,69960,33230,12854,10000000,50000
2020-12-07,product344,7,22460,157220,103636,7455,7855,7097,126043,31177,20965,10000000,50000
2020-08-01,product345,5,38989,194945,110754,4634,5853,4846,126087,68858,23780,10000000,50000
2020-08-25,product346,9,57849,520641,333801,13519,23802,14186,385308,135333,42027,10000000,50000
2020-09-16,product347,9,41962,377658,233097,17106,21186,18122,289511,88147,57014,10000000,50000
2020-03-11,product348,2,44288,88576,61287,1755,6624,2397,72063,16513,11065,10000000,50000
2020-04-14,product349,10,39159,391590,245688,12811,28668,13907,301074,90516,46164,10000000,50000
2020-12-21,product350,4,45038,180152,122429,4234,8862,4431,139956,40196,27859,10000000,50000
2020-10-21,product351,3,6762,20286,12028,551,1377,960,14916,5370,2604,10000000,50000
2020-01-05,product352,3,26177,78531,54147,2089,5832,3557,65625,12906,8951,10000000,50000
2020-07-06,product353,7,33504,234528,130836,6167,16466,8978,162447,72081,21904,10000000,50000
2020-03-27,product354,9,68676,618084,347493,20120,21407,17285,406305,211779,51386,10000000,50000
2020-12-11,product355,7,59897,419279,282533,12065,32941,9287,336826,82453,56596,10000000,50000
2020-09-23,product356,1,83327,83327,52126,1973,4827,1873,60799,22528,6191,10000000,50000
2020-09-04,product357,7,75712,529984,332940,10406,30129,19704,393179,136805,63683,10000000,50000
2020-10-30,product358,1,56344,56344,38026,1916,3539,2320,45801,10543,6505,10000000,50000
2020-03-08,product359,2,62202,124404,79573,4715,6932,3348,94568,29836,14840,10000000,50000
2020-12-12,product360,8,24416,195328,112868,8714,12140,6631,140353,54975,14979,10000000,50000
2020-09-15,product361,10,56469,564690,390334,17403,19606,22203,449546,115144,72888,10000000,50000
2020-02-26,product362,10,96268,962680,504457,37109,37466,41200,620232,342448,94583,10000000,50000
2020-07-10,product363,5,97952,489760,315308,12248,20317,14110,361983,127777,53053,10000000,50000
2020-10-21,product364,5,74603,373015,250929,10065,24464,17642,303100,69915,54015,10000000,50000
2020-11-15,product365,5,30034,150170,84466,6747,5069,4668,100950,49220,13530,10000000,50000
2020-08-31,product366,9,83963,755667,383074,24665,30332,27686,465757,289910,55080,10000000,50000
2020-04-29,product367,8,36360,290880,175194,10776,21055,8774,215799,75081,42032,10000000,50000
2020-04-30,product368,10,28980,289800,156146,13576,21193,10974,201889,87911,39313,10000000,50000
2020-10-22,product369,5,22039,110195,74243,2718,7706,2451,87118,23077,16589,10000000,50000
2020-02-24,product370,7,75403,527821,313096,15765,38531,12679,380071,147750,40995,10000000,50000
2020-08-20,product371,7,28020,196140,128032,5331,7548,7765,148676,47464,27719,10000000,50000
2020-12-13,product372,8,30585,244680,139589,7656,17945,7668,172858,71822,31324,10000000,50000
2020-03-27,product373,6,96851,581106,375614,11025,32353,27337,446329,134777,84192,10000000,50000
2020-08-19,product374,7,35976,251832,146013,6676,19441,5389,177519,74313,33184,10000000,50000
2020-10-06,product375,1,88177,88177,61099,2540,3017,2135,68791,19386,10627,10000000,50000
2020-03-20,product376,6,37456,224736,112497,4703,10249,10713,138162,86574,21106,10000000,50000
2020-11-25,product377,9,6280,56520,37333,1403,3163,1463,43362,13158,6022,10000000,50000
2020-01-06,product378,6,41903,251418,129292,8874,8017,10187,156370,95048,23812,10000000,50000
2020-11-07,product379,4,24105,96420,58810,4460,6926,3324,73520,22900,10249,10000000,50000
2020-07-20,product380,10,48947,489470,318653,20610,26431,16839,382533,106937,75183,10000000,50000
2020-10-17,product381,10,14001,140010,94536,2598,9216,2927,109277,30733,20851,10000000,50000
2020-05-08,product382,7,68038,476266,239720,23377,24756,14208,302061,174205,58030,10000000,50000
2020-07-23,product383,10,96189,961890,663301,30018,75796,42883,811998,149892,119279,10000000,50000
2020-05-03,product384,9,39316,353844,221162,11462,21011,11987,265622,88222,48153,10000000,50000
2020-07-12,product385,5,75806,379030,235309,15065,26015,12944,289333,89697,30159,10000000,50000
2020-08-21,product386,9,91764,825876,489926,24626,59769,17930,592251,233625,61631,10000000,50000
2020-01-14,product387,1,71086,71086,37229,2206,5079,1963,46477,24609,7917,10000000,50000
2020-05-23,product388,9,75932,683388,385297,12050,39179,25495,462021,221367,58388,10000000,50000
2020-05-18,product389,1,73495,73495,45328,3413,2690,1854,53285,20210,5881,10000000,50000
2020-12-31,product390,1,41631,41631,28476,1895,3329,1188,34888,6743,5650,10000000,50000
2020-07-24,product391,10,6037,60370,36522,1534,3430,2196,43682,16688,6592,10000000,50000
2020-03-16,product392,9,89596,806364,546639,32080,57920,25274,661913,144451,118800,10000000,50000
2020-09-24,product393,9,33428,300852,210575,4612,13459,7371,236017,64835,41310,10000000,50000
2020-05-14,product394,6,99064,594384,321457,18289,30081,24321,394148,200236,77711,10000000,50000
2020-01-19,product395,4,38845,155380,86602,2438,4909,4017,97966,57414,12053,10000000,50000
2020-08-14,product396,7,56667,396669,275305,9640,30504,19484,334933,61736,63024,10000000,50000
2020-10-30,product397,7,72334,506338,283669,21515,38110,23395,366689,139649,69099,10000000,50000
2020-12-13,product398,4,31864,127456,70216,2382,5491,3887,81976,45480,9819,10000000,50000
2020-02-02,product399,4,14613,58452,37720,2725,1826,1236,43507,14945,6541,10000000,50000
2020-07-07,product400,6,95094,570564,355658,14504,33464,13790,417416,153148,67815,10000000,50000
2020-06-06,product401,3,44314,132942,90304,5674,4614,4940,105532,27410,14756,10000000,50000
2020-04-17,product402,6,79046,474276,240602,22789,29786,21801,314978,159298,41939,10000000,50000
2020-11-10,product403,3,54220,162660,88632,5008,10476,5059,109175,53485,11951,10000000,50000
2020-02-16,product404,8,38280,306240,213619,7120,22546,8193,251478,54762,33043,10000000,50000
2020-05-25,product405,1,10218,10218,5181,276,601,352,6410,3808,1036,10000000,50000
2020-12-28,product406,9,54303,488727,288944,18637,19911,11566,339058,149669,35120,10000000,50000
2020-09-03,product407,6,94579,567474,319842,24962,26499,13901,385204,182270,74447,10000000,50000
2020-06-07,product408,1,8603,8603,5001,227,470,251,5949,2654,640,10000000,50000
2020-11-09,product409,4,45238,180952,93180,5739,5973,4389,109281,71671,21585,10000000,50000
2020-12-23,product410,5,26714,133570,67080,4601,5781,6301,83763,49807,10134,10000000,50000
2020-11-30,product411,2,72325,144650,94638,5337,10920,5655,116550,28100,22114,10000000,50000
2020-06-10,product412,3,60793,182379,107179,8426,10981,6758,133344,49035,18149,10000000,50000
2020-05-29,product413,5,60104,300520,193688,12578,18461,6492,231219,69301,45930,10000000,50000
2020-01-29,product414,2,38557,77114,40495,2481,2466,1765,47207,29907,8846,10000000,50000
2020-10-29,product415,9,69825,628425,415663,22506,42318,25923,506410,122015,97026,10000000,50000
2020-10-22,product416,5,24591,122955,67888,6127,9359,4155,87529,35426,11317,10000000,50000
2020-02-17,product417,8,61031,488248,313017,22381,16944,17871,370213,118035,59278,10000000,50000
2020-12-25,product418,10,88067,880670,585785,30895,41326,22559,680565,200105,76937,10000000,50000
2020-12-05,product419,2,74480,148960,96194,2959,11133,4900,115186,33774,13040,10000000,50000
2020-09-22,product420,8,91403,731224,399245,32154,41192,27650,500241,230983,94264,10000000,50000
2020-12-23,product421,10,25567,255670,149543,6122,16739,5157,177561,78109,21192,10000000,50000
2020-01-22,product422,2,59946,119892,66697,3340,4007,3649,77693,42199,11193,10000000,50000
2020-11-30,product423,5,90681,453405,228561,17995,14102,17068,277726,175679,51351,10000000,50000
2020-03-16,product424,1,26891,26891,15127,938,843,760,17668,9223,2661,10000000,50000
2020-09-08,product425,10,82490,824900,437871,39898,56495,34911,569175,255725,109898,10000000,50000
2020-12-26,product426,2,11948,23896,15400,561,1482,950,18393,5503,2466,10000000,50000
2020-11-03,product427,10,83649,836490,570774,13024,39137,40267,663202,173288,79943,10000000,50000
2020-04-11,product428,8,52172,417376,256191,8087,23245,16355,303878,113498,37061,10000000,50000
2020-05-20,product429,2,55424,110848,70748,4182,6795,2229,83954,26894,15181,10000000,50000
2020-07-16,product430,2,27146,54292,34215,1210,1809,1414,38648,15644,5942,10000000,50000
2020-02-07,product431,5,98178,490890,273653,17948,17371,12445,321417,169473,42782,10000000,50000
2020-08-05,product432,9,51363,462267,274040,22668,36538,21270,354516,107751,38760,10000000,50000
2020-01-11,product433,8,12247,97976,63931,3623,3598,2119,73271,24705,7791,10000000,50000
2020-09-03,product434,8,94437,755496,427461,16478,48006,37600,529545,225951,105701,10000000,50000
2020-09-15,product435,2,56640,113280,61338,2928,3716,3493,71475,41805,12240,10000000,50000
2020-03-25,product436,1,98600,98600,61828,2718,6508,3460,74514,24086,8545,10000000,50000
2020-11-23,product437,6,29545,177270,96470,6365,11129,6531,120495,56775,21922,10000000,50000
2020-05-10,product438,2,94498,188996,96072,5067,10120,5925,117184,71812,18511,10000000,50000
2020-07-29,product439,7,34016,238112,120374,10487,8919,7614,147394,90718,24833,10000000,50000
2020-01-10,product440,5,66626,333130,225356,10329,20558,7558,263801,69329,39384,10000000,50000
2020-03-03,product441,10,90055,900550,584345,22984,63029,40190,710548,190002,139359,10000000,50000
2020-10-30,product442,4,45124,180496,116820,5226,10556,5711,138313,42183,21440,10000000,50000
2020-10-19,product443,1,81230,81230,49114,2394,3907,3494,58909,22321,10635,10000000,50000
2020-05-15,product444,1,86583,86583,49583,1372,4778,1951,57684,28899,6270,10000000,50000
2020-10-25,product445,1,85683,85683,43584,2556,3922,2472,52534,33149,6355,10000000,50000
2020-02-06,product446,4,21175,84700,50890,2331,4680,2524,60425,24275,9404,10000000,50000
2020-08-02,product447,5,69891,349455,198545,6161,17960,12167,234833,114622,32527,10000000,50000
2020-11-19,product448,2,56887,113774,59804,4758,8917,2517,75996,37778,11101,10000000,50000
2020-02-06,product449,7,71117,497819,266371,10457,27414,24735,328977,168842,39710,10000000,50000
2020-10-20,product450,9,5564,50076,34147,1051,2073,1574,38845,11231,4288,10000000,50000
2020-10-24,product451,1,8026,8026,4739,327,530,197,5793,2233,921,10000000,50000
2020-12-07,product452,8,69838,558704,343567,22863,19991,17764,404185,154519,44374,10000000,50000
2020-10-29,product453,3,8557,25671,16322,1186,1880,606,19994,5677,2828,10000000,50000
2020-07-18,product454,1,10959,10959,6279,240,468,442,7429,3530,1182,10000000,50000
2020-05-17,product455,7,37960,265720,139026,4589,11792,6599,162006,103714,29180,10000000,50000
2020-06-28,product456,1,26624,26624,13866,674,1486,665,16691,9933,1998,10000000,50000
2020-12-29,product457,10,75896,758960,435886,23501,26616,20200,506203,252757,56371,10000000,50000
2020-02-04,product458,8,20778,166224,95767,7539,5259,6637,115202,51022,22993,10000000,50000
2020-10-20,product459,7,6735,47145,28740,1756,3479,2009,35984,11161,6309,10000000,50000
2020-06-27,product460,10,56459,564590,365953,16822,42768,25332,450875,113715,53495,10000000,50000
2020-10-03,product461,10,19302,193020,130660,7428,11286,5966,155340,37680,17232,10000000,50000
2020-10-25,product462,8,52057,416456,226777,12856,14995,12909,267537,148919,50737,10000000,50000
2020-07-11,product463,1,20296,20296,11951,888,861,428,14128,6168,2460,10000000,50000
2020-10-03,product464,7,85094,595658,349840,27507,28894,17616,423857,171801,65130,10000000,50000
2020-04-24,product465,3,10693,32079,18313,1299,1871,1250,22733,9346,3907,10000000,50000
2020-07-29,product466,7,94427,660989,338085,16289,49026,22226,425626,235363,78029,10000000,50000
2020-08-30,product467,4,27772,111088,63443,5436,5198,3962,78039,33049,11398,10000000,50000
2020-02-09,product468,5,82468,412340,208925,20329,20870,19474,269598,142742,27845,10000000,50000
2020-05-15,product469,1,90430,90430,50881,3642,7016,3185,64724,25706,10762,10000000,50000
2020-09-01,product470,7,74922,524454,280350,8025,25251,20002,333628,190826,39640,10000000,50000
2020-01-14,product471,3,88007,264021,165328,10392,12642,13119,201481,62540,34081,10000000,50000
2020-07-27,product472,8,38090,304720,158626,7646,14404,6806,187482,117238,23224,10000000,50000
2020-02-22,product473,7,18976,132832,69127,2402,6037,3983,81549,51283,13139,10000000,50000
2020-03-10,product474,6,50550,303300,205220,11836,12586,12626,242268,61032,41457,10000000,50000
2020-06-09,product475,9,72622,653598,384971,23546,32850,26324,467691,185907,87876,10000000,50000
2020-06-08,product476,8,9981,79848,44133,1249,4106,3984,53472,26376,6546,10000000,50000
2020-08-29,product477,4,31712,126848,68663,3821,7547,6136,86167,40681,9590,10000000,50000
2020-12-25,product478,4,71905,287620,180844,7197,16826,10803,215670,71950,22464,10000000,50000
2020-02-27,product479,8,10887,87096,45453,2867,5265,3990,57575,29521,9384,10000000,50000
2020-09-08,product480,3,93000,279000,163388,12460,21105,5983,202936,76064,35471,10000000,50000
2020-09-30,product481,4,12495,49980,34068,1695,3053,2148,40964,9016,4206,10000000,50000
2020-10-04,product482,7,52480,367360,252944,14061,17186,10236,294427,72933,34105,10000000,50000
2020-10-05,product483,2,32901,65802,37546,1861,4803,2152,46362,19440,7859,10000000,50000
